"binomial_name","Family","Genus","Species","restoration","count","mean_DBH","mean_Height","relative_abundance_percent"
"Actinodaphne unknown mixed","LAURACEAE","Actinodaphne","unknown mixed","AR",1,156,11.4,0.0459770114942529
"Adenanthera kostermansii","FABACEAE","Adenanthera","kostermansii","AR",1,371,30.3,0.0459770114942529
"Adenanthera malayana","FABACEAE","Adenanthera","malayana","AR",1,405,47.5,0.0459770114942529
"Aglaia angustifolia","MELIACEAE","Aglaia","angustifolia","AR",1,260,18.7,0.0459770114942529
"Aglaia argentea","MELIACEAE","Aglaia","argentea","AR",1,228,20.9,0.0459770114942529
"Aglaia odoratissima","MELIACEAE","Aglaia","odoratissima","AR",1,130,9.4,0.0459770114942529
"Aglaia silvestris","MELIACEAE","Aglaia","silvestris","AR",12,148.333333333333,16.8666666666667,0.551724137931034
"Aglaia spectabilis","MELIACEAE","Aglaia","spectabilis","AR",1,110,14.1,0.0459770114942529
"Aglaia tomentosa","MELIACEAE","Aglaia","tomentosa","AR",3,153.333333333333,17.9666666666667,0.137931034482759
"Aglaia unknown mixed","MELIACEAE","Aglaia","unknown mixed","AR",23,218.608695652174,21.4391304347826,1.05747126436782
"Alangium javanicum","ALANGIACEAE","Alangium","javanicum","AR",26,252.692307692308,24.7346153846154,1.19540229885057
"Alseodaphne unknown mixed","LAURACEAE","Alseodaphne","unknown mixed","AR",1,367,30.8,0.0459770114942529
"Alstonia angustifolia","APOCYNACEAE","Alstonia","angustifolia","AR",1,201,16.1,0.0459770114942529
"Anisophyllea cornerii","ANISOPHYLLEACEAE","Anisophyllea","cornerii","AR",1,172,11.9,0.0459770114942529
"Anisoptera costata","DIPTEROCARPACEAE","Anisoptera","costata","AR",7,413.285714285714,24.5571428571429,0.32183908045977
"Antidesma unknown mixed","PHYLLANTHACEAE","Antidesma","unknown mixed","AR",1,157,13.9,0.0459770114942529
"Aporusa elmeri","PHYLLANTHACEAE","Aporusa","elmeri","AR",1,203,17.7,0.0459770114942529
"Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera","AR",10,160.555555555556,17.4333333333333,0.459770114942529
"Aporusa frutescens","PHYLLANTHACEAE","Aporusa","frutescens","AR",1,124,14.8,0.0459770114942529
"Aporusa grandistipula","PHYLLANTHACEAE","Aporusa","grandistipula","AR",4,124.5,13.25,0.183908045977011
"Aporusa illustris","PHYLLANTHACEAE","Aporusa","illustris","AR",5,140.4,14.82,0.229885057471264
"Aporusa unknown mixed","PHYLLANTHACEAE","Aporusa","unknown mixed","AR",1,124,13.7,0.0459770114942529
"Ardisia  colorata","PRIMULACEAE","Ardisia ","colorata","AR",6,129.5,16.5,0.275862068965517
"Ardisia  macrophylla","PRIMULACEAE","Ardisia ","macrophylla","AR",3,189.666666666667,19.5,0.137931034482759
"Ardisia  unknown mixed","PRIMULACEAE","Ardisia ","unknown mixed","AR",2,196.5,20.55,0.0919540229885057
"Artocarpus heterophyllus","MORACEAE","Artocarpus","heterophyllus","AR",1,496,28.8,0.0459770114942529
"Artocarpus unknown mixed","MORACEAE","Artocarpus","unknown mixed","AR",3,385.666666666667,29.0333333333333,0.137931034482759
"Azadirachta excelsa","MELIACEAE","Azadirachta","excelsa","AR",1,245,28.7,0.0459770114942529
"Baccaurea lanceolata","PHYLLANTHACEAE","Baccaurea","lanceolata","AR",5,181,14.9,0.229885057471264
"Baccaurea tetrandra","PHYLLANTHACEAE","Baccaurea","tetrandra","AR",20,158.95,14.14,0.919540229885057
"Baccaurea unknown mixed","PHYLLANTHACEAE","Baccaurea","unknown mixed","AR",4,228.25,17.15,0.183908045977011
"Barringtonia lanceolata","BARRINGTONIACEAE","Barringtonia","lanceolata","AR",5,170.6,16.44,0.229885057471264
"Barringtonia macrostachya","BARRINGTONIACEAE","Barringtonia","macrostachya","AR",10,163.2,12.43,0.459770114942529
"Beilschmiedia micrantha","LAURACEAE","Beilschmiedia","micrantha","AR",1,102,16.6,0.0459770114942529
"Beilschmiedia tawaensis","LAURACEAE","Beilschmiedia","tawaensis","AR",5,208,19.72,0.229885057471264
"Beilschmiedia unknown mixed","LAURACEAE","Beilschmiedia","unknown mixed","AR",1,160,13,0.0459770114942529
"Blumeodendron kurzii","EUPHORBIACEAE","Blumeodendron","kurzii","AR",2,175,20.95,0.0919540229885057
"Blumeodendron tokbrai","EUPHORBIACEAE","Blumeodendron","tokbrai","AR",3,219.666666666667,20.9,0.137931034482759
"Bridelia penangensis","PHYLLANTHACEAE","Bridelia","penangensis","AR",1,107,11.2,0.0459770114942529
"Brownlowia peltata","MALVACEAE","Brownlowia","peltata","AR",3,122.333333333333,9.46666666666667,0.137931034482759
"Callicarpa pentandra","LAMIACEAE","Callicarpa","pentandra","AR",4,109.666666666667,11.5666666666667,0.183908045977011
"Callicarpa unknown mixed","LAMIACEAE","Callicarpa","unknown mixed","AR",1,444,15.7,0.0459770114942529
"Calophyllum blancoi","CALOPHYLLACEAE","Calophyllum","blancoi","AR",2,216.5,24.25,0.0919540229885057
"Calophyllum gracilipes","CALOPHYLLACEAE","Calophyllum","gracilipes","AR",1,125,9.2,0.0459770114942529
"Canarium decumanum","BURSERACEAE","Canarium","decumanum","AR",9,254.444444444444,19.7888888888889,0.413793103448276
"Canarium denticulatum","BURSERACEAE","Canarium","denticulatum","AR",23,188.04347826087,16.1695652173913,1.05747126436782
"Canarium odontophyllum","BURSERACEAE","Canarium","odontophyllum","AR",10,191.5,18.5,0.459770114942529
"Canarium unknown mixed","BURSERACEAE","Canarium","unknown mixed","AR",1,121,14,0.0459770114942529
"Caryodaphnopsis tonkinensis","LAURACEAE","Caryodaphnopsis","tonkinensis","AR",1,320,21,0.0459770114942529
"Casearia grewiifolia","SAPINDACEAE","Casearia","grewiifolia","AR",1,166,13.7,0.0459770114942529
"Castanopsis hypophoenicea","FAGACEAE","Castanopsis","hypophoenicea","AR",5,357.6,30.2,0.229885057471264
"Chionanthus pluriflorus","OLEACEAE","Chionanthus","pluriflorus","AR",4,160,16.7,0.183908045977011
"Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus","AR",36,196.555555555556,11.4888888888889,1.6551724137931
"Chisocheton pentandrus","MELIACEAE","Chisocheton","pentandrus","AR",2,220.5,21.3,0.0919540229885057
"Chisocheton sarawakensis","MELIACEAE","Chisocheton","sarawakensis","AR",8,188.571428571429,20.7857142857143,0.367816091954023
"Chisocheton unknown mixed","MELIACEAE","Chisocheton","unknown mixed","AR",2,131,10.4,0.0919540229885057
"Cinnamomum griffithii","LAURACEAE","Cinnamomum","griffithii","AR",1,501,20.5,0.0459770114942529
"Cleistanthus hirsutulus","PHYLLANTHACEAE","Cleistanthus","hirsutulus","AR",6,122.166666666667,9.3,0.275862068965517
"Cleistanthus myrianthus","PHYLLANTHACEAE","Cleistanthus","myrianthus","AR",4,194.75,21.425,0.183908045977011
"Cleistanthus podopixys","PHYLLANTHACEAE","Cleistanthus","podopixys","AR",2,143.5,6.85,0.0919540229885057
"Cleistanthus unknown mixed","PHYLLANTHACEAE","Cleistanthus","unknown mixed","AR",4,186,20.55,0.183908045977011
"Coelostegia borneensis","MALVACEAE","Coelostegia","borneensis","AR",1,298,20.8,0.0459770114942529
"Cratoxylum unknown mixed","HYPERICACEAE","Cratoxylum","unknown mixed","AR",4,193.25,17.95,0.183908045977011
"Crudia tenuipes","FABACEAE","Crudia","tenuipes","AR",3,128.333333333333,15.4333333333333,0.137931034482759
"Crudia unknown mixed","FABACEAE","Crudia","unknown mixed","AR",1,156,20.4,0.0459770114942529
"Cryptocarya erectinervia","LAURACEAE","Cryptocarya","erectinervia","AR",8,186.875,18.9875,0.367816091954023
"Cryptocarya strictifolia","LAURACEAE","Cryptocarya","strictifolia","AR",2,222,19.15,0.0919540229885057
"Cryptocarya unknown mixed","LAURACEAE","Cryptocarya","unknown mixed","AR",3,269.333333333333,24.6,0.137931034482759
"Cyathocalyx magnifructus","ANNONACEAE","Cyathocalyx","magnifructus","AR",1,168,14.9,0.0459770114942529
"Dacryodes rostrata","BURSERACEAE","Dacryodes","rostrata","AR",2,147.5,18.85,0.0919540229885057
"Dacryodes rugosa","BURSERACEAE","Dacryodes","rugosa","AR",1,153,17.8,0.0459770114942529
"Dacryodes unknown mixed","BURSERACEAE","Dacryodes","unknown mixed","AR",5,243.4,19.92,0.229885057471264
"Dehaasia caesia","LAURACEAE","Dehaasia","caesia","AR",11,324.636363636364,20.4090909090909,0.505747126436782
"Dehaasia incrassata","LAURACEAE","Dehaasia","incrassata","AR",4,289.25,17.6,0.183908045977011
"Dehaasia unknown mixed","LAURACEAE","Dehaasia","unknown mixed","AR",2,160.5,16.8,0.0919540229885057
"Dendrocnide elliptica","URTICACEAE","Dendrocnide","elliptica","AR",2,118.5,5.35,0.0919540229885057
"Dillenia excelsa","DILLENIACEAE","Dillenia","excelsa","AR",2,164,14.1,0.0919540229885057
"Dimocarpus dentatus","SAPINDACEAE","Dimocarpus","dentatus","AR",9,126.666666666667,9.53333333333333,0.413793103448276
"Dimocarpus longan","SAPINDACEAE","Dimocarpus","longan","AR",4,171.5,14.625,0.183908045977011
"Diospyros andamanica","EBENACEAE","Diospyros","andamanica","AR",8,227,16.5125,0.367816091954023
"Diospyros cauliflora","EBENACEAE","Diospyros","cauliflora","AR",3,159.666666666667,15.9666666666667,0.137931034482759
"Diospyros curranii","EBENACEAE","Diospyros","curranii","AR",2,209.5,20.6,0.0919540229885057
"Diospyros elliptifolia","EBENACEAE","Diospyros","elliptifolia","AR",9,160.333333333333,12.2888888888889,0.413793103448276
"Diospyros euphlebia","EBENACEAE","Diospyros","euphlebia","AR",1,121,14.1,0.0459770114942529
"Diospyros macrophylla","EBENACEAE","Diospyros","macrophylla","AR",12,296.25,25.4916666666667,0.551724137931034
"Diospyros muricata","EBENACEAE","Diospyros","muricata","AR",3,224.666666666667,15.6666666666667,0.137931034482759
"Diospyros pilosanthera","EBENACEAE","Diospyros","pilosanthera","AR",6,202.333333333333,20.0833333333333,0.275862068965517
"Diospyros toposia","EBENACEAE","Diospyros","toposia","AR",1,120,10.8,0.0459770114942529
"Diospyros tuberculata","EBENACEAE","Diospyros","tuberculata","AR",7,132.714285714286,12.3285714285714,0.32183908045977
"Diospyros unknown mixed","EBENACEAE","Diospyros","unknown mixed","AR",11,215.090909090909,21.8363636363636,0.505747126436782
"Diplospora malaccensis","RUBIACEAE","Diplospora","malaccensis","AR",1,132,20.1,0.0459770114942529
"Dipterocarpus applanatus","DIPTEROCARPACEAE","Dipterocarpus","applanatus","AR",10,335.3,29.38,0.459770114942529
"Dipterocarpus caudiferus","DIPTEROCARPACEAE","Dipterocarpus","caudiferus","AR",14,355.642857142857,30.5285714285714,0.64367816091954
"Dipterocarpus unknown mixed","DIPTEROCARPACEAE","Dipterocarpus","unknown mixed","AR",18,368.888888888889,28.4944444444444,0.827586206896552
"Dryobalanops lanceolata","DIPTEROCARPACEAE","Dryobalanops","lanceolata","AR",29,314.51724137931,29.0241379310345,1.33333333333333
"Drypetes eriocarpa","PUTRANJIVACEAE","Drypetes","eriocarpa","AR",4,176.75,18.6,0.183908045977011
"Drypetes longifolia","PUTRANJIVACEAE","Drypetes","longifolia","AR",4,117.25,13.725,0.183908045977011
"Drypetes unknown mixed","PUTRANJIVACEAE","Drypetes","unknown mixed","AR",8,159.875,16.075,0.367816091954023
"Duabanga moluccana","SONNERATIACEAE","Duabanga","moluccana","AR",3,613.666666666667,32.7333333333333,0.137931034482759
"Durio unknown mixed","MALVACEAE","Durio","unknown mixed","AR",2,552.5,28.85,0.0919540229885057
"Dysoxylum cyrtobotryum","MELIACEAE","Dysoxylum","cyrtobotryum","AR",4,159.5,19.65,0.183908045977011
"Dysoxylum rigidum","MELIACEAE","Dysoxylum","rigidum","AR",2,180.5,18.7,0.0919540229885057
"Dysoxylum unknown mixed","MELIACEAE","Dysoxylum","unknown mixed","AR",1,130,21.3,0.0459770114942529
"Elaeocarpus stipularis","ELAEOCARPACEAE","Elaeocarpus","stipularis","AR",1,254,14,0.0459770114942529
"Elaeocarpus unknown mixed","ELAEOCARPACEAE","Elaeocarpus","unknown mixed","AR",1,374,25.4,0.0459770114942529
"Endospermum diadenum","EUPHORBIACEAE","Endospermum","diadenum","AR",13,249.307692307692,19.2076923076923,0.597701149425287
"Fagraea cuspidata","GENTIANACEAE","Fagraea","cuspidata","AR",1,111,13.2,0.0459770114942529
"Ficus unknown mixed","MORACEAE","Ficus","unknown mixed","AR",11,648.727272727273,31.3363636363636,0.505747126436782
"Fordia brachybotrys","FABACEAE","Fordia","brachybotrys","AR",4,123.25,11.3,0.183908045977011
"Fordia splendidissima","FABACEAE","Fordia","splendidissima","AR",3,106.333333333333,12.8333333333333,0.137931034482759
"Galearia fulva","PANDACEAE","Galearia","fulva","AR",1,176,17.3,0.0459770114942529
"Garcinia andersonii","CLUSIACEAE","Garcinia","andersonii","AR",1,126,16.3,0.0459770114942529
"Garcinia forbesii","CLUSIACEAE","Garcinia","forbesii","AR",3,134.333333333333,11.7666666666667,0.137931034482759
"Garcinia unknown mixed","CLUSIACEAE","Garcinia","unknown mixed","AR",1,205,23.9,0.0459770114942529
"Gironniera nervosa","ULMACEAE","Gironniera","nervosa","AR",6,171,18.45,0.275862068965517
"Glochidion elmari","PHYLLANTHACEAE","Glochidion","elmari","AR",9,130.333333333333,11.7222222222222,0.413793103448276
"Glochidion lanceisepalum","PHYLLANTHACEAE","Glochidion","lanceisepalum","AR",6,159.333333333333,16.2,0.275862068965517
"Glochidion pubicapsa","PHYLLANTHACEAE","Glochidion","pubicapsa","AR",1,219,17.3,0.0459770114942529
"Glochidion rubrum","PHYLLANTHACEAE","Glochidion","rubrum","AR",7,162.428571428571,19.6285714285714,0.32183908045977
"Glochidion unknown mixed","PHYLLANTHACEAE","Glochidion","unknown mixed","AR",5,252.2,21.52,0.229885057471264
"Glycosmis macrantha","RUTACEAE","Glycosmis","macrantha","AR",1,130,14.8,0.0459770114942529
"Guioa pleuropteris","SAPINDACEAE","Guioa","pleuropteris","AR",1,120,11.7,0.0459770114942529
"Helicia excelsa","PROTEACEAE","Helicia","excelsa","AR",1,109,11.7,0.0459770114942529
"Helicia robusta","PROTEACEAE","Helicia","robusta","AR",1,238,26.6,0.0459770114942529
"Hopea ferruginea","DIPTEROCARPACEAE","Hopea","ferruginea","AR",4,185.5,25.675,0.183908045977011
"Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa","AR",58,198.241379310345,20.0655172413793,2.66666666666667
"Hopea nervosa","Dipterocarpaceae","Hopea","nervosa","AR",1,283,23.7,0.0459770114942529
"Hopea sangal","DIPTEROCARPACEAE","Hopea","sangal","AR",1,232,25.2,0.0459770114942529
"Hopea unknown mixed","DIPTEROCARPACEAE","Hopea","unknown mixed","AR",1,127,19,0.0459770114942529
"Hubera rumphii","ANNONACEAE","Hubera","rumphii","AR",3,174.666666666667,20.8333333333333,0.137931034482759
"Hydnocarpus anomala","ACHARIACEAE","Hydnocarpus","anomala","AR",1,126,17,0.0459770114942529
"Hydnocarpus anomalus","ACHARIACEAE","Hydnocarpus","anomalus","AR",2,267,24.3,0.0919540229885057
"Hydnocarpus borneensis","ACHARIACEAE","Hydnocarpus","borneensis","AR",6,137,15.9666666666667,0.275862068965517
"Intsia palembanica","FABACEAE","Intsia","palembanica","AR",2,323,22.95,0.0919540229885057
"Ixora blumei","RUBIACEAE","Ixora","blumei","AR",3,131.333333333333,13.8333333333333,0.137931034482759
"Ixora grandifolia","RUBIACEAE","Ixora","grandifolia","AR",1,125,13.6,0.0459770114942529
"Kibara obtusa","MONIMIACEAE","Kibara","obtusa","AR",1,180,14.2,0.0459770114942529
"Knema elmeri","MYRISTICACEAE","Knema","elmeri","AR",7,172.571428571429,18.8428571428571,0.32183908045977
"Knema latericia","MYRISTICACEAE","Knema","latericia","AR",11,155.454545454545,16.3181818181818,0.505747126436782
"Knema laurina","MYRISTICACEAE","Knema","laurina","AR",9,174.333333333333,19.2666666666667,0.413793103448276
"Knema unknown mixed","MYRISTICACEAE","Knema","unknown mixed","AR",4,198.5,21.8,0.183908045977011
"Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium","AR",45,141.136363636364,11.2477272727273,2.06896551724138
"Koompassia excelsa","FABACEAE","Koompassia","excelsa","AR",2,646.5,55.15,0.0919540229885057
"Lansium domesticum","MELIACEAE","Lansium","domesticum","AR",4,259.75,17.9,0.183908045977011
"Leea aculeata","LEEACEAE","Leea","aculeata","AR",6,106.5,10.0166666666667,0.275862068965517
"Lepisanthes senegalensis","SAPINDACEAE","Lepisanthes","senegalensis","AR",3,111.666666666667,12.1333333333333,0.137931034482759
"Lithocarpus ewyckii","FAGACEAE","Lithocarpus","ewyckii","AR",2,268,26.2,0.0919540229885057
"Lithocarpus gracilis","FAGACEAE","Lithocarpus","gracilis","AR",12,294.416666666667,25.6583333333333,0.551724137931034
"Lithocarpus leptogyne","FAGACEAE","Lithocarpus","leptogyne","AR",7,416.285714285714,34.6857142857143,0.32183908045977
"Lithocarpus nieuwenhuisii","FAGACEAE","Lithocarpus","nieuwenhuisii","AR",4,199.75,19.6,0.183908045977011
"Lithocarpus unknown mixed","FAGACEAE","Lithocarpus","unknown mixed","AR",38,265.236842105263,24.4736842105263,1.74712643678161
"Litsea accedens","LAURACEAE","Litsea","accedens","AR",3,231,21.2666666666667,0.137931034482759
"Litsea angulata","LAURACEAE","Litsea","angulata","AR",6,173.5,16,0.275862068965517
"Litsea caulocarpa","LAURACEAE","Litsea","caulocarpa","AR",8,272,19.1,0.367816091954023
"Litsea fulva","LAURACEAE","Litsea","fulva","AR",1,164,31.4,0.0459770114942529
"Litsea garciae","LAURACEAE","Litsea","garciae","AR",1,673,39.2,0.0459770114942529
"Litsea grandis","LAURACEAE","Litsea","grandis","AR",4,303.5,21.575,0.183908045977011
"Litsea oppositifolia","LAURACEAE","Litsea","oppositifolia","AR",2,168.5,16.05,0.0919540229885057
"Litsea unknown mixed","LAURACEAE","Litsea","unknown mixed","AR",11,160.363636363636,14.7090909090909,0.505747126436782
"Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum","AR",27,188.307692307692,20.7115384615385,1.24137931034483
"Ludekia borneensis","RUBIACEAE","Ludekia","borneensis","AR",3,457.333333333333,31.1,0.137931034482759
"Maasia sumatrana","ANNONACEAE","Maasia","sumatrana","AR",15,189.533333333333,19.0266666666667,0.689655172413793
"Macaranga conifera","EUPHORBIACEAE","Macaranga","conifera","AR",5,327,29.56,0.229885057471264
"Macaranga gigantea","EUPHORBIACEAE","Macaranga","gigantea","AR",24,342.391304347826,25.1434782608696,1.10344827586207
"Macaranga gigantea","Euphorbiaceae","Macaranga","gigantea","AR",3,422.333333333333,34.2333333333333,0.137931034482759
"Macaranga hypoleuca","EUPHORBIACEAE","Macaranga","hypoleuca","AR",27,379.076923076923,29.8692307692308,1.24137931034483
"Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii","AR",52,422.078431372549,29.7705882352941,2.39080459770115
"Madhuca kingiana","SAPOTACEAE","Madhuca","kingiana","AR",19,307.052631578947,22.2157894736842,0.873563218390805
"Madhuca korthalsii","SAPOTACEAE","Madhuca","korthalsii","AR",6,174.333333333333,39.3333333333333,0.275862068965517
"Magnolia candolii","MAGNOLIACEAE","Magnolia","candolii","AR",3,129.666666666667,16,0.137931034482759
"Magnolia gigantifolia","MAGNOLIACEAE","Magnolia","gigantifolia","AR",3,161.333333333333,12.5666666666667,0.137931034482759
"Mallotus korthalsii","EUPHORBIACEAE","Mallotus","korthalsii","AR",13,149.230769230769,16.5153846153846,0.597701149425287
"Mallotus lackeyi","EUPHORBIACEAE","Mallotus","lackeyi","AR",2,113,7.15,0.0919540229885057
"Mallotus penangensis","EUPHORBIACEAE","Mallotus","penangensis","AR",26,152.269230769231,17.5846153846154,1.19540229885057
"Mallotus species 1","EUPHORBIACEAE","Mallotus","species 1","AR",13,170.615384615385,15.4538461538462,0.597701149425287
"Mallotus stipularis","EUPHORBIACEAE","Mallotus","stipularis","AR",19,153.631578947368,16.4368421052632,0.873563218390805
"Mallotus unknown mixed","EUPHORBIACEAE","Mallotus","unknown mixed","AR",1,114,11.9,0.0459770114942529
"Mallotus wrayi","EUPHORBIACEAE","Mallotus","wrayi","AR",60,123.344827586207,13.3706896551724,2.75862068965517
"Mangifera foetida","ANACARDIACEAE","Mangifera","foetida","AR",3,180.333333333333,17.1,0.137931034482759
"Mangifera pajang","ANACARDIACEAE","Mangifera","pajang","AR",1,220,19.8,0.0459770114942529
"Mangifera unknown mixed","ANACARDIACEAE","Mangifera","unknown mixed","AR",2,380,30.25,0.0919540229885057
"Maschalocarybus corymbosus","RUBIACEAE","Maschalocarybus","corymbosus","AR",2,133.5,9.1,0.0919540229885057
"Mastixia trichotoma","CORNACEAE","Mastixia","trichotoma","AR",1,115,16.7,0.0459770114942529
"Meiogyne virgata","ANNONACEAE","Meiogyne","virgata","AR",3,205,18.2666666666667,0.137931034482759
"Melicope  lunu-ankenda","RUTACEAE","Melicope ","lunu-ankenda","AR",4,181,20.025,0.183908045977011
"Meliosma pinnata","SABIACEAE","Meliosma","pinnata","AR",1,239,28.7,0.0459770114942529
"Microcos crassifolia","MALVACEAE","Microcos","crassifolia","AR",9,160.333333333333,16.4666666666667,0.413793103448276
"Microcos fibrocarpa","MALVACEAE","Microcos","fibrocarpa","AR",6,197.333333333333,19.3333333333333,0.275862068965517
"Microcos latistipulata","MALVACEAE","Microcos","latistipulata","AR",4,185.5,16.375,0.183908045977011
"Microcos ossea","MALVACEAE","Microcos","ossea","AR",7,159,16.0285714285714,0.32183908045977
"Microcos unknown mixed","MALVACEAE","Microcos","unknown mixed","AR",1,181,20.3,0.0459770114942529
"Monoon grandiflorum","ANNONACEAE","Monoon","grandiflorum","AR",3,164.666666666667,16.6666666666667,0.137931034482759
"Monoon hookerianum","ANNONACEAE","Monoon","hookerianum","AR",1,400,46.9,0.0459770114942529
"Nauclea sp1","RUBIACEAE","Nauclea","sp1","AR",2,154.5,21.7,0.0919540229885057
"Nauclea unknown mixed","RUBIACEAE","Nauclea","unknown mixed","AR",2,177.5,16.65,0.0919540229885057
"Neesia synandra","MALVACEAE","Neesia","synandra","AR",5,155.8,18.94,0.229885057471264
"Neesia unknown mixed","MALVACEAE","Neesia","unknown mixed","AR",1,107,10.5,0.0459770114942529
"Neo-uvaria acuminatissima","ANNONACEAE","Neo-uvaria","acuminatissima","AR",1,111,5.6,0.0459770114942529
"Neolamarckia cadamba","RUBIACEAE","Neolamarckia","cadamba","AR",25,452.8,37.228,1.14942528735632
"Neonauclea sp","RUBIACEAE","Neonauclea","sp","AR",5,153.6,11.24,0.229885057471264
"Neonauclea sp1","RUBIACEAE","Neonauclea","sp1","AR",2,177,14.45,0.0919540229885057
"Neoscortechinia kingii","EUPHORBIACEAE","Neoscortechinia","kingii","AR",17,184.176470588235,20.1235294117647,0.781609195402299
"Nephelium maingayi","SAPINDACEAE","Nephelium","maingayi","AR",2,377,29.5,0.0919540229885057
"Nephelium ramboutan-ake","SAPINDACEAE","Nephelium","ramboutan-ake","AR",15,245.333333333333,22.5733333333333,0.689655172413793
"Nothaphoebe canascens","LAURACEAE","Nothaphoebe","canascens","AR",1,272,26.8,0.0459770114942529
"Nothaphoebe umbelliflora","LAURACEAE","Nothaphoebe","umbelliflora","AR",2,220.5,18.1,0.0919540229885057
"Nothaphoebe unknown mixed","LAURACEAE","Nothaphoebe","unknown mixed","AR",1,239,16.6,0.0459770114942529
"Ochanostachys amentacea","OLACACEAE","Ochanostachys","amentacea","AR",16,317.375,23.91875,0.735632183908046
"Octomeles sumatrana","TETRAMELACEAE","Octomeles","sumatrana","AR",10,748.4,39.39,0.459770114942529
"Orophea myriantha","ANNONACEAE","Orophea","myriantha","AR",2,145,14.2,0.0919540229885057
"Palaquium beccarianum","SAPOTACEAE","Palaquium","beccarianum","AR",4,129.25,15.075,0.183908045977011
"Palaquium maingayi","SAPOTACEAE","Palaquium","maingayi","AR",2,130,15.9,0.0919540229885057
"Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum","AR",9,152.222222222222,14.9666666666667,0.413793103448276
"Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan","AR",36,289.138888888889,23.8194444444444,1.6551724137931
"Parashorea tomentella","DIPTEROCARPACEAE","Parashorea","tomentella","AR",10,351.8,30.05,0.459770114942529
"Parashorea tomentella","Dipterocarpaceae","Parashorea","tomentella","AR",1,335,42.8,0.0459770114942529
"Parinari excelsa","CHRYSOBALANACEAE","Parinari","excelsa","AR",2,218.5,15.6,0.0919540229885057
"Parinari oblongifolia","CHRYSOBALANACEAE","Parinari","oblongifolia","AR",3,178.333333333333,20.5333333333333,0.137931034482759
"Parkia unknown mixed","FABACEAE","Parkia","unknown mixed","AR",1,419,29.1,0.0459770114942529
"Payena unknown mixed","SAPOTACEAE","Payena","unknown mixed","AR",6,266,22.35,0.275862068965517
"Peltophorum racemosum","FABACEAE","Peltophorum","racemosum","AR",1,556,57.2,0.0459770114942529
"Pentace adenophora","MALVACEAE","Pentace","adenophora","AR",7,151,16.3428571428571,0.32183908045977
"Pentace laxiflora","MALVACEAE","Pentace","laxiflora","AR",14,333,30.3428571428571,0.64367816091954
"Pentace unknown mixed","MALVACEAE","Pentace","unknown mixed","AR",1,200,11.2,0.0459770114942529
"Phaeanthus splendens","ANNONACEAE","Phaeanthus","splendens","AR",4,158.5,16.975,0.183908045977011
"Planchonia brevistipitata","BARRINGTONIACEAE","Planchonia","brevistipitata","AR",2,142,9.8,0.0919540229885057
"Planchonia unknown mixed","BARRINGTONIACEAE","Planchonia","unknown mixed","AR",1,295,28.9,0.0459770114942529
"Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica","AR",68,150.970149253731,11.3492537313433,3.1264367816092
"Pometia pinnata","SAPINDACEAE","Pometia","pinnata","AR",4,212.25,20.025,0.183908045977011
"Prunus polystachya","ROSACEAE","Prunus","polystachya","AR",3,148,21.3666666666667,0.137931034482759
"Prunus unknown mixed","ROSACEAE","Prunus","unknown mixed","AR",1,250,31.8,0.0459770114942529
"Pseuduvaria reticulata","ANNONACEAE","Pseuduvaria","reticulata","AR",2,156.5,12.4,0.0919540229885057
"Psydrax dicoccus","RUBIACEAE","Psydrax","dicoccus","AR",1,123,18,0.0459770114942529
"Pternandra coerulescens","MELASTOMATACEAE","Pternandra","coerulescens","AR",12,129.833333333333,12.5833333333333,0.551724137931034
"Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum","AR",19,310.736842105263,19.9263157894737,0.873563218390805
"Ptychopyxis arborea","EUPHORBIACEAE","Ptychopyxis","arborea","AR",2,142.5,14.45,0.0919540229885057
"Reinwardtiodendron humile","MELIACEAE","Reinwardtiodendron","humile","AR",5,132,17.06,0.229885057471264
"Rothmannia pseudoternisfolia","RUBIACEAE","Rothmannia","pseudoternisfolia","AR",4,199.5,23.55,0.183908045977011
"Ryparosa acuminata","ACHARIACEAE","Ryparosa","acuminata","AR",3,175.333333333333,19.0666666666667,0.137931034482759
"Ryparosa hullettii","ACHARIACEAE","Ryparosa","hullettii","AR",3,269.666666666667,21.3333333333333,0.137931034482759
"Sageraea elliptica","ANNONACEAE","Sageraea","elliptica","AR",1,139,17.7,0.0459770114942529
"Santiria laevigata","BURSERACEAE","Santiria","laevigata","AR",1,171,19.3,0.0459770114942529
"Santiria tomentosa","BURSERACEAE","Santiria","tomentosa","AR",1,174,19.7,0.0459770114942529
"Scaphium longiflorum","MALVACEAE","Scaphium","longiflorum","AR",4,163,22.15,0.183908045977011
"Scaphium longifolium","MALVACEAE","Scaphium","longifolium","AR",2,283,25.15,0.0919540229885057
