"binomial_name","Family","Genus","Species","restoration","count","mean_DBH","mean_Height","relative_abundance_percent"
"Microcos ossea","MALVACEAE","Microcos","ossea","NR",5,166,14.88,0.280426247896803
"Monoon erianthoides","ANNONACEAE","Monoon","erianthoides","NR",1,129,19.1,0.0560852495793606
"Monoon grandiflorum","ANNONACEAE","Monoon","grandiflorum","NR",5,155.2,12.48,0.280426247896803
"Monoon hookerianum","ANNONACEAE","Monoon","hookerianum","NR",1,168,17.7,0.0560852495793606
"Nauclea sp1","RUBIACEAE","Nauclea","sp1","NR",5,235.8,15.76,0.280426247896803
"Nauclea subdita","RUBIACEAE","Nauclea","subdita","NR",1,377,37,0.0560852495793606
"Neesia synandra","MALVACEAE","Neesia","synandra","NR",5,151.2,12.62,0.280426247896803
"Neesia unknown mixed","MALVACEAE","Neesia","unknown mixed","NR",1,111,12.9,0.0560852495793606
"Neo-uvaria acuminatissima","ANNONACEAE","Neo-uvaria","acuminatissima","NR",1,107,10.5,0.0560852495793606
"Neonauclea  gigantea","RUBIACEAE","Neonauclea ","gigantea","NR",5,365.6,17.1,0.280426247896803
"Neoscortechinia kingii","EUPHORBIACEAE","Neoscortechinia","kingii","NR",8,184.375,16.4,0.448681996634885
"Nephelium cuspidatum","SAPINDACEAE","Nephelium","cuspidatum","NR",1,268,11.9,0.0560852495793606
"Nephelium maingayi","SAPINDACEAE","Nephelium","maingayi","NR",1,187,17.4,0.0560852495793606
"Nephelium ramboutan-ake","SAPINDACEAE","Nephelium","ramboutan-ake","NR",15,179.466666666667,15.42,0.841278743690409
"Nothaphoebe umbelliflora","LAURACEAE","Nothaphoebe","umbelliflora","NR",4,271.25,22.6,0.224340998317443
"Ochanostachys amentacea","OLACACEAE","Ochanostachys","amentacea","NR",5,275.2,18.34,0.280426247896803
"Octomeles sumatrana","TETRAMELACEAE","Octomeles","sumatrana","NR",4,581.5,32.9,0.224340998317443
"Ormosia bancana","FABACEAE","Ormosia","bancana","NR",1,107,12,0.0560852495793606
"Orophea corymbosa","ANNONACEAE","Orophea","corymbosa","NR",3,137.333333333333,14.8333333333333,0.168255748738082
"Orophea myriantha","ANNONACEAE","Orophea","myriantha","NR",3,160.333333333333,15.4333333333333,0.168255748738082
"Palaquium beccarianum","SAPOTACEAE","Palaquium","beccarianum","NR",4,310,20.225,0.224340998317443
"Palaquium dasyphyllum","SAPOTACEAE","Palaquium","dasyphyllum","NR",2,113,12.4,0.112170499158721
"Paranephelium macrophyllum","SAPINDACEAE","Paranephelium","macrophyllum","NR",3,134.333333333333,13.5666666666667,0.168255748738082
"Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum","NR",20,160.6,13.58,1.12170499158721
"Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan","NR",31,518.064516129032,28.9451612903226,1.73864273696018
"Parashorea tomentella","DIPTEROCARPACEAE","Parashorea","tomentella","NR",10,212.2,17.92,0.560852495793606
"Parinari unknown mixed","CHRYSOBALANACEAE","Parinari","unknown mixed","NR",1,459,20.8,0.0560852495793606
"Payena acuminata","SAPOTACEAE","Payena","acuminata","NR",1,282,19,0.0560852495793606
"Payena microphylla","SAPOTACEAE","Payena","microphylla","NR",2,389,28.2,0.112170499158721
"Payena unknown mixed","SAPOTACEAE","Payena","unknown mixed","NR",4,151.5,15.425,0.224340998317443
"Peltophorum racemosum","FABACEAE","Peltophorum","racemosum","NR",1,293,19.4,0.0560852495793606
"Pentace adenophora","MALVACEAE","Pentace","adenophora","NR",1,116,8.4,0.0560852495793606
"Pentace laxiflora","MALVACEAE","Pentace","laxiflora","NR",25,244,16.756,1.40213123948402
"Phaeanthus splendens","ANNONACEAE","Phaeanthus","splendens","NR",2,153.5,16.9,0.112170499158721
"Phaleria  capitata","THYMELAEACEAE","Phaleria ","capitata","NR",1,124,10.9,0.0560852495793606
"Planchonia brevistipitata","BARRINGTONIACEAE","Planchonia","brevistipitata","NR",1,107,10.1,0.0560852495793606
"Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica","NR",60,163.483333333333,9.15833333333333,3.36511497476164
"Polyalthia cauliflora","ANNONACEAE","Polyalthia","cauliflora","NR",1,130,14.3,0.0560852495793606
"Polyalthia obliqua","ANNONACEAE","Polyalthia","obliqua","NR",3,148.333333333333,14.6333333333333,0.168255748738082
"Pometia pinnata","SAPINDACEAE","Pometia","pinnata","NR",5,214.6,16.82,0.280426247896803
"Pseuduvaria reticulata","ANNONACEAE","Pseuduvaria","reticulata","NR",1,107,11.4,0.0560852495793606
"Psydrax dicoccus","RUBIACEAE","Psydrax","dicoccus","NR",1,118,10.2,0.0560852495793606
"Pternandra coerulescens","MELASTOMATACEAE","Pternandra","coerulescens","NR",13,127.692307692308,9.30769230769231,0.729108244531688
"Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum","NR",99,236.111111111111,14.4252525252525,5.5524397083567
"Pterospermum unknown mixed","MALVACEAE","Pterospermum","unknown mixed","NR",4,155.75,4.375,0.224340998317443
"Pterygota alata","MALVACEAE","Pterygota","alata","NR",1,475,26.8,0.0560852495793606
"Ptychopyxis arborea","EUPHORBIACEAE","Ptychopyxis","arborea","NR",8,131.375,13.2,0.448681996634885
"Reinwardtiodendron humile","MELIACEAE","Reinwardtiodendron","humile","NR",5,174.8,17.02,0.280426247896803
"Ryparosa acuminata","ACHARIACEAE","Ryparosa","acuminata","NR",4,135.75,10.6,0.224340998317443
"Sageraea elliptica","ANNONACEAE","Sageraea","elliptica","NR",2,136,11.5,0.112170499158721
"Santiria laevigata","BURSERACEAE","Santiria","laevigata","NR",6,111.333333333333,11.7833333333333,0.336511497476164
